PaschaOffset,Date,Category,Type,English,Greek
,2025-04-20,,,Theodore Trichinas (of the Hair-shirt),Θεοδώρου τοῦ Τριχινᾶ
,2025-04-20,,,Apostle Zacchaios of the 70,Ζακχαίου ἀπ. ἐκ τῶν 70
,2025-04-21,,,Hieromartyr Januarios,Ἰανουαρίου ἱερομάρτυρος
,2025-04-21,,,Ven. Anastasios of Sinai,Ἀναστασίου ὁσίου τοῦ Σιναΐτου
,2025-04-21,,,Martyr Alexandra the Empress,"Ἀλεξάνδρας μαρτ., Βασιλίσσης"
,2025-04-22,,,Apostle Nathaniel,Ναθαναὴλ τοῦ ἀποστόλου
,2025-04-22,,,Theodore the Sykeot,Θεοδώρου τοῦ Συκεώτου
,2025-04-23,,,Great-martyr George,Γεωργίου μεγαλομάρτυρος
,2025-04-23,,,Martyrs Anatolios & Protoleon,Ἀνατολίου & Πρωτολέοντος τῶν μαρτύρων
,2025-04-24,,,Elizabeth the Wonder-worker,Ἐλισάβετ τῆς θαυματουργοῦ
,2025-04-24,,,"Thomas, fool-for-Christ of Syria",Θωμᾶ τοῦ διὰ Χριστὸν σαλοῦ
,2025-04-25,,,Apostle & Evangelist Mark,Μάρκου τοῦ ἀποστόλου & Εὐαγγελιστοῦ
,2025-04-25,,,"Macedonios, patriarch of Constantinople","Μακεδονίου, Πατρ. ΚΠόλεως"
,2025-04-26,Movable,,Sunday of the Myrrh-bearers,Τῶν Μυροφόρων
,2025-04-26,,,"Hieromartyr Basil, bishop of Amasea","Βασιλέως ἱερομ., ἐπ. Ἀμασείας"
,2025-04-26,,,Glaphyra of Nicomedia,Γλαφύρας τῆς Νικομηδείας
,2025-04-27,,,"Hieromartyr Symeon, bishop of Jerusalem, Kinsman of the Lord","Συμεὼν ἱερομάρτυρος τοῦ ἀδελφοθέου, ἐπ. Ἱεροσολύμων"
,2025-04-28,,,Nine Martyrs of Cyzicos,Τῶν ἐν Κυζίκῳ 9 μαρτύρων
,2025-04-28,,,"Auxibios, bishop of Soli in Cyprus","Αὐξιβίου, ἐπ. Σόλων Κύπρου"
,2025-04-29,,,Apostles Jason and Sosipater of the 70,"Ἰάσωνος & Σωσιπάτρου, ἐκ τῶν 70 ἀποστόλων"
,2025-04-29,,,Metr. Basil of Ostrog,"Βασιλείου, μητροπ. Ὀστρόγκ"
,2025-04-30,,,"Apostle James, brother of St. John the Theologian","Ἰακώβου ἀποστόλου, ἀδελφοῦ Ἰωάννου τοῦ Θεολόγου"
May,2025-05-01,,,Prophet Jeremiah,Ἱερεμίου τοῦ προφήτου
,2025-05-01,,,"Tamara, Queen of Georgia","Ταμάρας, βασιλίσσης Γεωργίας"
,2025-05-01,,,Ven. Isidora,Ἰσιδώρας ὁσίας
,2025-05-02,,,Translation of the relics of Athanasios the Great,Ἀνακομιδὴ τῶν λειψάνων Ἀθανασίου τοῦ Μεγάλου
,2025-05-02,,,Matrona of Moscow,Ματρώνης τῆς Μόσχας
,2025-05-03,Movable,,Sunday of the Paralytic,Τοῦ Παραλύτου
,2025-05-03,,,Martyrs Timothy & Maura,Τιμοθέου & Μαύρας μαρτύρων
,2025-05-03,,,"Peter, bishop of Argos","Πέτρου, ἀρχιεπισκόπου Ἄργους"
,2025-05-04,,,Virgin-martyr Pelagia,Πελαγίας παρθενομάρτυρος
,2025-05-04,,,Ven. Nikiphoros of Medikion,"Νικηφόρου ὁσίου, τοῦ Μηδικίου"
,2025-05-05,,,Great Virgin-martyr Irene,Εἰρήνης μεγαλομάρτυρος
,2025-05-05,,,New Monk-martyr Ephraim of Nea Makri,Ἐφραίμ μεγαλομάρτυρος τοῦ νέου
,2025-05-06,Movable,,Mid-Pentecost,Μεσοπεντηκοστή
,2025-05-06,,,Righteous Job the Much-Suffering,Ἰὼβ τοῦ δικαίου καὶ πολυάθλου
,2025-05-06,,,Ven. Seraphim of Mt. Dombos,Σεραφεὶμ ὁσίου τοῦ ἐν Δομβῷ
,2025-05-07,,,Commemoration of the apparition of the Sign of the Cross over Jerusalem,Ἀνάμνησις τοῦ ἐν τῷ οὐρανῷ τῆς Ἱερουσαλὴμ φανέντος σημείου τοῦ Τιμίου Σταυροῦ
,2025-05-08,,,Evangelist John the Theologian,Ἰωάννου τοῦ Θεολόγου & Εὐαγγελιστοῦ
,2025-05-08,,,Arsenios the Great,Ἀρσενίου τοῦ Μεγάλου
,2025-05-09,,,Prophet Isaiah,Ἡσαΐου τοῦ προφήτου
,2025-05-09,,,Great-martyr Christopher,Χριστοφόρου μεγαλομάρτυρος
,2025-05-10,Movable,,Sunday of the Samaritan Woman,Τῆς Σαμαρείτιδος
,2025-05-10,,,Ap. Simon the Zealot,Σίμωνος ἀποστόλου τοῦ Ζηλωτοῦ
,2025-05-10,,,Ven. Laurence,Λαυρεντίου ὁσίου
,2025-05-11,,,Hieromartyr Mokios,Μωκίου ἱερομάρτυρος
,2025-05-11,,,"Cyril and Methodios, Apostles to the Slavs","Κυρίλλου & Μεθοδίου, φωτιστῶν τῶν Σλάβων"
,2025-05-12,,,"Epiphanios, bishop of Cyprus","Ἐπιφανίου, ἐπισκόπου Κύπρου"
,2025-05-12,,,"Germanos, patriarch of Constantinople","Γερμανοῦ, Πατρ. ΚΠόλεως"
,2025-05-13,,,Virgin-martyr Glykeria,Γλυκερίας παρθενομάρτυρος
,2025-05-13,,,Sergios the Confessor,Σεργίου τοῦ ὁμολογητοῦ
,2025-05-14,,,Hieromartyr Therapon,Θεράποντος ἱερομάρτυρος
,2025-05-14,,,Martyr Isidore of Chios,Ἰσιδώρου μάρτυρος τοῦ ἐν Χίῳ
,2025-05-15,,,Pachomios the Great,Παχωμίου τοῦ Μεγάλου
,2025-05-15,,,"Achillios, archbishop of Larissa","Ἀχιλλίου, ἀρχιεπ. Λαρίσης"
,2025-05-16,,,Theodore the Sanctified,Θεοδώρου τοῦ ἡγιασμένου
,2025-05-16,,,"Alexander, archbishop  of Jerusalem","Ἀλεξάνδρου, άρχιεπισκόπου Ἱεροσολύμων"
,2025-05-17,Movable,,Sunday of the Blind Man,Τοῦ Τυφλοῦ
,2025-05-17,,,Apostles Andronicos & Junia of the 70,Ἀνδρονίκου & Ἰουνίας ἐκ τῶν 70 ἀποστόλων
,2025-05-18,,,Martyr Peter & his compan.,Πέτρου & τῶν σὺν αὐτῷ μαρτύρων
,2025-05-18,,,Martyr Theodotos & his  companions,Θεοδότου & τῶν σὺν αὐτῷ μαρτύρων
,2025-05-19,,,Hieromartyr Patrick of Prusa & his companions,Πατρικίου ἱερομάρτυρος Προύσης & τῶν σὺν αὐτῷ μαρτύρων
,2025-05-20,Movable,,Leave-Taking of Pascha,Ἡ Ἀπόδοσις τοῦ Πάσχα
,2025-05-20,,,Martyr Thalelaeos & his companions,Θαλλελαίου μάρτυρος & τῶν σὺν αὐτῷ
,2025-05-20,,,Translation of relics of St. Nicholas the Wonderworker,Ἀνακομιδὴ τῶν λειψάνων τοῦ Ἁγ. Νικολάου τοῦ θαυματουργοῦ
,2025-05-21,Movable,,Ascension of Our Lord,Ἡ Ἀνάληψις τοῦ Κυρίου
,2025-05-21,,,"Great Sovereigns Constantine & Helen, Equals-to-the-Apostles",Κωνσταντίνου & Ἑλένης τῶν μεγάλων Βασιλέων & ἰσαποστόλων
,2025-05-22,,,Martyr Basiliscos,Βασιλίσκου μάρτυρος
,2025-05-22,,,Commemoration of the Fathers of the 2nd Ecumenical Council,Μνήμη τῶν Πατέρων τῆς Β΄ Οἰκουμενικῆς Συνόδου
,2025-05-23,,,"Michael the Confessor, bishop of Synnada","Μιχαὴλ ὁμολογητοῦ, ἐπ. Συννάδων"
,2025-05-23,,,Myrrh-bearer Mary of Kleopas,Μαρίας μυροφόρου τοῦ Κλωπᾶ
,2025-05-24,Movable,,Fathers of the 1st Ecumenical Council,Τῶν ἁγίων Πατέρων τῆς  Α΄ Οἰκουμ. Συνόδου
,2025-05-24,,,Ven. Symeon Stylite of the Wondrous Mountain,Συμεὼν ὁσ. τοῦ Θαυμαστορείτου
,2025-05-24,,,Ven. Vincent of Lerins,"Βικεντίου ὁσ., τῆς Λερένης"
,2025-05-25,,,3rd Finding of the Precious Head of St. John the Baptist,Γ΄ εὕρεσις τῆς τιμίας κεφαλῆς Ἰωάννου τοῦ Προδρόμου
,2025-05-26,,,Apostles Carpos & Alphaeos of the 70,Κάρπου & Ἀλφαίου ἀποστόλων ἐκ τῶν 70
,2025-05-27,,,"John the Russian, the Confessor",Ἰωάννου ὁμολογητοῦ τοῦ Ρώσσου
,2025-05-27,,,Hieromartyr Helladios,Ἑλλαδίου ἱερομάρτυρος
,2025-05-28,,,"Hieromartyr Eutyches, bishop of Melitene","Εὐτυχοῦς ἱερομάρτυρος, ἐπισκ. Μελιτηνῆς"
,2025-05-28,,,Andrew the fool-for-Christ,Ἀνδρέου τοῦ διὰ Χριστὸν σαλοῦ
,2025-05-29,,,Virgin-martyr Theodosia,Θεοδοσίας παρθενομάρτυρος
,2025-05-29,,,Ven. Ypomoni,Ὑπομονῆς ὁσίας
,2025-05-30,Movable,,Soul Saturday,Ψυχοσάββατον
,2025-05-30,,,Ven. Isaakios of Constantinople,Ἰσαακίου ὁσίου ΚΠόλεως
,2025-05-30,,,"Emmelia, mother of St. Basil the Great","Ἐμμελείας, μητρὸς τοῦ Μεγ. Βασιλείου"
,2025-05-31,Movable,,Pentecost,Πεντηκοστή
,2025-05-31,,,Martyr Hermias,Ἑρμείου μάρτυρος
,2025-05-31,,,Five martyrs of Ascalon,Τῶν ἐν Ἀσκάλωνι 5 μαρτύρων
June,2025-06-01,Movable,,Day of the Holy Spirit,Τοῦ Ἁγίου Πνεύματος
,2025-06-01,,,Martyr Justin the Philosopher,Ἰουστίνου τοῦ φιλοσόφου & μάρτυρος
,2025-06-01,,,Ven. Agapitos of Kiev,Ἀγαπητοῦ ὁσίου τοῦ Κιέβου
,2025-06-02,,,"Nikiphoros, patriarch of Constantinople","Νικηφόρου, Πατρ. ΚΠόλεως"
,2025-06-02,,,Hieromartyr Erasmos,Ἐράσμου ἱερομάρτυρος
,2025-06-03,,,Martyr Lucillian and his companions & Paula the Virgin,Λουκιλλιανοῦ & τῶν σὺν αὐτῷ μαρτύρων & Παύλης τῆς παρθένου
,2025-06-04,,,"Metrophanis, patriarch of Constantinople","Μητροφάνους, Πατρ. ΚΠόλεως"
,2025-06-04,,,"Martha & Mary, sisters of Lazaros","Μάρθας & Μαρίας, ἀδελφῶν τοῦ Λαζάρου"
,2025-06-05,,,"Hieromartyr Dorotheos, bishop of Tyre","Δωροθέου ἱερομάρ., ἐπ. Τύρου"
,2025-06-05,,,Martyr Nicander,Νικάνδρου μάρτυρος
,2025-06-06,,,Ven. Ilarion of Dalmatian Monastery,Ἱλαρίωνος ὁσίου Μ. Δαλμάτων
,2025-06-06,,,Martyr Gelasios,Γελασίου μάρτυρος
,2025-06-07,Movable,,All Saints,Τῶν Ἁγίων Πάντων
,2025-06-07,,,Hieromartyr Theodotos of Ancyra,Θεοδότου ἱερομάρτυρος Ἀγκύρας
,2025-06-07,,,Martyr Zenaida,Ζηναΐδος μάρτυρος
,2025-06-08,Movable,,Apostles’ Fast Begins,Ἀρχὴ νηστείας τῶν ἀποστόλων
,2025-06-08,,,Translation of the relics of Great-martyr Theodore the General,Ἀνακομιδὴ τῶν λειψάνων Θεοδώρου τοῦ Στρατηλάτου
,2025-06-08,,,Martyr Calliopi,Καλλιόπης μάρτυρος
,2025-06-09,,,"Cyril, archbishop of Alexandria","Κυρίλλου, ἀρχιεπ. Ἀλεξανδρείας"
,2025-06-09,,,Virgin-martyrs Thekla & 4 companions,Θέκλης & 4 παρθενομαρτύρων
,2025-06-10,,,Martyrs Alexander & Antonina,Ἀλεξάνδρου & Ἀντωνίνης τῶν μαρτύρων
,2025-06-10,,,Ven. Theophanis & Pansemni,Θεοφάνους & Πανσέμνης ὁσίων
,2025-06-11,,,Ap. Bartholomew & Barnabas,Βαρθολομαίου & Βαρνάβα ἀπ.
,2025-06-11,,,Icon of the Theotokos “It Is Meet”,Εἰκόνος τῆς Παναγίας τοῦ “Ἄξιόν ἐστιν”
,2025-06-11,,,"Luke, archb. of Simferopol","Λουκᾶ, ἀρχιεπ. Συμφερουπόλεως"
,2025-06-12,,,Onuphrios the Great,Ὀνουφρίου τοῦ Μεγάλου
,2025-06-12,,,Ven. Peter of Mt. Athos,Πέτρου ὁσίου τοῦ Ἀθωνίτου
,2025-06-13,,,Martyr Aquilina,Ἀκυλίνης μάρτυρος
,2025-06-13,,,"Antipater, bishop of Bostra","Ἀντιπάτρου, ἐπισκόπου Βόστρων"
,2025-06-14,Movable,,Athonite Fathers,Τῶν Ἁγιορειτῶν  Πατέρων·
,2025-06-14,Movable,,All Saints of N. America,Τῶν Ἁγίων τῆς Βορείου Ἀμερικῆς
,2025-06-14,,,Prophet Elisha,Ἐλισσαίου τοῦ προφήτου
,2025-06-14,,,"Methodios, patriarch of Constantinople",Μεθοδίου Πατρ. ΚΠόλεως
,2025-06-15,,,Prophet Amos,Ἀμὼς τοῦ προφήτου
,2025-06-15,,,Augustine & his mother Monica,Αὐγουστίνου ἐπ. Ἱππῶνος & Μονίκης τῆς μητρὸς αὐτοῦ
,2025-06-15,,,Ven. Jerome of Stridon,Ἱερωνύμου ὁσίου τοῦ ἐν Στριδώνι
,2025-06-16,,,"Tikhon, bishop of Amathus of Cyprus","Τύχωνος, ἐπισκόπου Ἀμαθοῦντος τῆς Κύπρου"
,2025-06-17,,,"Martyrs Manuel, Sabel & Ismael","Μανουήλ, Σαβὲλ & Ἰσμαὴλ τῶν μαρτύρων"
,2025-06-18,,,"Martyrs Leontios, Hypatios & Theodulos","Λεοντίου, Ὑπατίου & Θεοδούλου τῶν μαρτύρων"
,2025-06-19,,,"Apostle Jude, the Lord’s brother",Ἰούδα ἀποστόλου τοῦ ἀδελφοθέου
,2025-06-19,,,Paisios the Great,Παϊσίου τοῦ Μεγάλου
,2025-06-20,,,Hieromartyr Methodios of Patara,Μεθοδίου ἱερομάρτ. Πατάρων
,2025-06-20,,,Nicholas Cabasilas,Νικολάου τοῦ Καβάσιλα
,2025-06-21,Movable,,New Martyrs,Τῶν Ἁγίων Νεομαρτύρων
,2025-06-21,,,Martyr Julian of Tarsus,"Ἰουλιανοῦ μάρτ., τοῦ Ταρσέως"
,2025-06-21,,,"Hierom. Terence, bishop of Iconium","Τερεντίου ἱερομάρτυρος, ἐπισκόπου Ἰκονίου"
,2025-06-22,,,Hieromartyr Eusebios of Samosata,Εὐσεβίου ἱερομ. Σαμοσάτων
,2025-06-22,,,Martyrs Zeno & Zenas,Ζήνωνος & Ζηνᾶ τῶν μαρτύρων
,2025-06-23,,,Virgin-martyr Agrippina,Ἀγριππίνης μάρτυρος
,2025-06-23,,,Vladimir Icon of the Theotokos,Εἰκόνος τῆς Παναγίας “τοῦ Βλαδιμήρ”
,2025-06-24,,,Nativity of John the Baptist & Forerunner,Γενέσιον Ἰωάννου τοῦ Προδρόμου & Βαπτιστοῦ
,2025-06-25,,,Virgin-martyr Fevronia,Φεβρωνίας παρθενομάρτυρος
,2025-06-25,,,Ven. Dionysios & Dometios of Mt. Athos,"Διονυσίου & Δομετίου ὁσίων, τῶν ἐν Ἄθῳ"
,2025-06-26,,,Ven. David of Thessalonica,Δαβίδ ὁσίου τοῦ ἐν Θεσσαλονίκῃ
,2025-06-26,,,"John, bishop of Gotthia","Ἰωάννου, ἐπισκόπου Γοτθίας"
,2025-06-27,,,Ven. Sampson the Hospitable,Σαμψὼν ὁσίου τοῦ Ξενοδόχου
,2025-06-27,,,Joanna the Myrrh-bearer,Ἰωάννας τῆς μυροφόρου
,2025-06-28,Movable,,4th Sunday of Matthew,Δ΄ Ματθαίου
,2025-06-28,,,Finding of the relics of Unmercenaries Cyrus & John,Ἀνακομιδὴ λειψάνων Κύρου & Ἰωάννου τῶν Ἀναργύρων
,2025-06-29,,,Apostles Peter & Paul,Πέτρου & Παύλου τῶν Πρωτοκορυφαίων Ἀποστόλων
,2025-06-30,,,Synaxis of the 12 Apostles,Ἡ σύναξις τῶν 12 Ἀποστόλων
July,2025-07-01,,,Unmercenaries Cosmas & Damian,Κοσμᾶ & Δαμιανοῦ τῶν Ἀναργύρων
,2025-07-02,,,Placing of Precious Robe of Theotokos in Blachernae,Κατάθεσις τῆς Τιμίας Ἐσθῆτος τῆς Θεοτόκου ἐν Βλαχέρναις
,2025-07-02,,,"John Maximovitch, archb. of San Francisco","Ἰωάννου Μαξίμοβιτς, ἀρχιεπ. Σὰν Φραντσίσκο"
,2025-07-03,,,Martyr Hyacinth,Ὑακίνθου μάρτυρος
,2025-07-03,,,"Anatolios, patriarch of Constantinople","Ἀνατολίου, Πατρ. ΚΠόλεως"
,2025-07-04,,,"Andrew, archbishop of Crete","Ἀνδρέου, ἀρχιεπισκόπου Κρήτης"
,2025-07-04,,,"Hieromartyr Theodore, bishop of Cyrene","Θεοδώρου ἱερομ., ἐπ. Κυρήνης"
,2025-07-05,Movable,,5th Sunday of Matthew,Ε΄ Ματθαίου
,2025-07-05,,,Athanasios of Athos,Ἀθανασίου τοῦ Ἀθωνίτου
,2025-07-05,,,Ven. Lampados,Λαμπαδοῦ ὁσίου
,2025-07-06,,,Sisoes the Great,Σισώη τοῦ Μεγάλου
,2025-07-06,,,Virgin-martyr Lucia,Λουκίας τῆς παρθενομάρτυρος
,2025-07-07,,,Great-martyr Kyriaki,Κυριακῆς μεγαλομάρτυρος
,2025-07-07,,,Ven. Thomas of Mt. Maleon,Θωμᾶ ὁσίου τοῦ ἐν Μαλεῷ
,2025-07-08,,,Great-martyr Procopios,Προκοπίου μεγαλομάρτυρος
,2025-07-08,,,Ven. Theophilos the Myrrhgusher of Mt. Athos,"Θεοφίλου μυροβλύτου, τοῦ Ἀθωνίτου"
,2025-07-09,,,Hieromartyr Pancratios of Taormina,"Παγκρατίου ἱερομάρτυρος, ἐπισκόπου Ταυρομενίας"
,2025-07-10,,,45 Martyrs of Nicopolis in Armenia,Τῶν ἐν Νικοπόλει τῆς Ἀρμενίας 45 μαρτύρων
,2025-07-10,,,Anthony of Kiev Caves,Ἀντωνίου τῶν Σπηλαίων Κιέβου
,2025-07-11,,,Great-martyr Euphemia,Εὐφημίας μεγαλομάρτυρος
,2025-07-11,,,"Princess Olga, Equal-to-the-Apostles",Ὄλγας Βασιλίσσης τῆς ἰσαποστ.
,2025-07-11,,,Ven. Sophrony of Essex,Σωφρονίου ὁσίου τοῦ Ἔσσεξ
,2025-07-12,Movable,,6th Sunday of Matthew,ΣΤ΄ Ματθαίου
,2025-07-12,,,Martyrs Proclos & Hilary,Πρόκλου & Ἱλαρίου μαρτύρων
,2025-07-12,,,"Veronica, woman with the issue of blood",Βερονίκης τῆς αἱμορροούσης
,2025-07-12,,,Ven. Paisios of Mt. Athos,Παϊσίου ὁσίου τοῦ Ἀθωνίτου
,2025-07-13,,,Synaxis of the Archangel Gabriel,Ἡ σύναξις Ἀρχαγγέλου Γαβριὴλ
,2025-07-13,,,Ven. Stephen of St. Sabba’s Monastery,Στεφάνου ὁσίου τοῦ Σαββαΐτου
,2025-07-14,,,Apostle Aquila of the 70,Ἀκύλα ἀποστόλου ἐκ τῶν 70
,2025-07-14,,,Ven. Nikodemos of Mt. Athos,Νικοδήμου ὁσίου τοῦ Ἁγιορείτου
,2025-07-15,,,Martyrs Kyricos & Julitta,Κηρύκου & Ἰουλίττης μαρτύρων
,2025-07-15,,,"Prince Vladimir, Eq.-to-the-Apostles","Βλαδιμήρου πρίγκηπος τῆς Ρωσσίας, τοῦ ἰσαποστόλου"
,2025-07-16,,,Hierom. Athenogenes & his disciples,Ἀθηνογένους ἱερομάρτυρος & τῶν σὺν αὐτῷ
,2025-07-17,,,Great-martyr Marina,Μαρίνης μεγαλομάρτυρος
,2025-07-17,,,Royal Martyrs of Russia,Τῶν Βασιλομαρτύρων τῆς Ρωσσίας
,2025-07-18,,,Martyr Emilian,Αἰμιλιανοῦ μάρτυρος
,2025-07-18,,,Ven. Pambo,Παμβὼ τοῦ ὁσίου
,2025-07-18,,,Martyrs Grand Duchess Elizabeth & Nun Barbara,Ἐλισάβετ τῆς Μεγάλης Δουκίσσης & Βαρβάρας μοναχῆς τῶν μαρτύρων
,2025-07-19,Special,,Holy Fathers of 4th Ecumenical Council,Τῶν ἁγ. Πατέρων τῆς Δ΄ Οἰκ. Συνόδου
,2025-07-19,,,"Ven. Macrina, sister of St. Basil the Great","Μακρίνης ὁσίας, ἀδελφῆς τοῦ Μεγάλου Βασιλείου"
,2025-07-19,,,Translation of the relics of St. Seraphim of Sarov,Ἀνακ. λειψ. Σεραφεὶμ τοῦ Σαρώφ
,2025-07-20,,,Prophet Elijah,Ἠλιοὺ προφήτου τοῦ Θεσβίτου
,2025-07-21,,,Ven. Symeon fool-for-Christ & John,Συμεὼν τοῦ διὰ Χριστὸν σαλοῦ & Ἰωάννου τῶν ὁσίων
,2025-07-21,,,Ven. Onuphrios of Kiev Caves,Ὀνουφρίου ὁσίου τῶν Σπηλαίων τοῦ Κιέβου
,2025-07-22,,,Virgin-martyr Marcella,Μαρκέλλης παρθενομάρτυρος
,2025-07-23,,,Trans. of the relics of hieromartyr Phocas,Ἀνακ. λειψ. Φωκᾶ ἱερομάρτυρος
,2025-07-23,,,Prophet Ezekiel,Ἰεζεκιὴλ τοῦ προφήτου
,2025-07-24,,,Great-martyr Christina,Χριστίνης μεγαλομάρτυρος
,2025-07-24,,,Passionbearers Boris & Gleb,"Βόριδος & Γκλέμπ ἀθλοφόρων, τῶν Ρώσσων"
,2025-07-25,,,Olympiada the Deaconess,Ὀλυμπιάδος τῆς διακόνου
,2025-07-25,,,Ven. Efpraxia,Εὐπραξίας ὁσίας
,2025-07-26,Movable,,8th Sunday of Matthew,Η΄ Ματθαίου
,2025-07-26,,,Hierom. Hermolaos & his companions,Ἑρμολάου ἱερομάρτυρος & τῶν σὺν αὐτῷ
,2025-07-26,,,Martyr Parasceva,Παρασκευῆς ὁσιομάρτυρος
,2025-07-27,,,Great-martyr & healer Panteleimon,Παντελεήμονος μεγαλομάρτυρος & ἰαματικοῦ
,2025-07-27,,,Ven. Anthousa the Confessor,Ἀνθούσης ὁσ. τῆς ὁμολογητρίας
,2025-07-28,,,"Prochoros, Nicanor, Timon & Parmenas, Deacons & Apostles of the 70","Προχόρου, Νικάνορος, Τίμωνος,  Παρμενᾶ, τῶν διακόνων & ἀποστόλων ἐκ τῶν 70"
,2025-07-28,,,Irene of Chrysovalantou,Εἰρήνης Χρυσοβαλάντου
,2025-07-29,,,Martyr Kallinikos,Καλλινίκου μάρτυρος
,2025-07-29,,,Martyr Theodota & her three sons,Θεοδότης μάρτυρος & τῶν τριῶν τέκνων αὐτῆς
,2025-07-30,,,"Apostles Silas, Silvan, Crescens, Epenetos & Andronicos of the 70","Σίλα, Σιλουανοῦ, Κρήσκεντος, Ἐπαινετοῦ & Ἀνδρονίκου ἐκ τῶν 70 ἀπ."
,2025-07-31,,,Righteous Evdokimos,Εὐδοκίμου τοῦ δικαίου
,2025-07-31,,,Joseph of Arimathea,Ἰωσὴφ τοῦ ἀπὸ Ἀριμαθαίας
August,2025-08-01,,Note,Dormition Fast Begins,Ἀρχὴ νηστείας τοῦ Δεκαπενταυγούστου
,2025-08-01,,,Procession of the Precious Cross,Πρόοδος τοῦ Τιμίου Σταυροῦ
,2025-08-01,,,Seven Maccabees,Τῶν ἑπτὰ παίδων τῶν Μακκαβαίων
,2025-08-02,Movable,,9th Sunday of Matthew,Θ΄ Ματθαίου
,2025-08-02,,,Translation of the relics of Protomartyr Stephen,Ἀνακομιδὴ τῶν λειψάνων τοῦ πρωτομάρτυρος Στεφάνου
,2025-08-03,,,"Ven. Isaac, Dalmatos & Faustos","Δαλμάτου, Φαύστου & Ἰσαακίου τῶν ὁσίων"
,2025-08-03,,,Myrrh-bearer Salome,Σαλώμης τῆς Μυροφόρου
,2025-08-03,,,Ven. Theodora of Thessalonica,Θεοδώρας ὁσίας τῆς ἐν Θεσσαλονίκῃ
,2025-08-04,,,Seven Youths of Ephesus,Τῶν ἐν Ἐφέσῳ ἑπτὰ παίδων
,2025-08-04,,,Martyr Evdokia,Εὐδοκίας ὁσιομάρτυρος
,2025-08-05,,,Martyr Evsignios,Εὐσιγνίου μάρτυρος
,2025-08-05,,,"Righteous Nonna, mother of St. Gregory the Theologian","Νόννης, μητρὸς Γρηγορίου τοῦ Θεολόγου"
,2025-08-06,,,Transfiguration of Our Savior,Ἡ Μεταμόρφωσις τοῦ Σωτῆρος ἡμῶν Ἰησοῦ Χριστοῦ
,2025-08-07,,,Hieromartyr Dometios the Persian,Δομετίου ὁσιομάρτυρος τοῦ Πέρσου
,2025-08-07,,,Nicanor the Wonderworker,Νικάνορος τοῦ Θαυματουργοῦ
,2025-08-08,,,"Emilian, bishop of Cyzicos","Αἰμιλιανοῦ, ἐπισκόπου Κυζίκου"
,2025-08-08,,,"Myron, bishop of Crete","Μύρωνος, ἐπισκόπου Κρήτης"
,2025-08-08,,,New-martyr Triandafyllos of Zagora,Τριανταφύλλου νεομάρτυρος Ζαγορᾶς
,2025-08-09,Movable,,10th Sunday of Matthew,I΄ Ματθαίου
,2025-08-09,,,Apostle Matthias,Ματθίου τοῦ ἀποστόλου
,2025-08-09,,,Ven. Psoes of Egypt,Ψόη ὁσίου τοῦ Αἰγυπτίου
,2025-08-10,,,Hieromar. Archdeacon Lawrence & Sixtus pope of Rome,"Λαυρεντίου ἀρχιδιακόνου & Ξύστου πάπα Ρώμης, τῶν ἱερομαρτύρων"
,2025-08-11,,,Martyr Euplos the Deacon,Εὔπλου μάρτυρος τοῦ διακόνου
,2025-08-11,,,"Niphon, patriarch of Constantinople","Νήφωνος, Πατρ. ΚΠόλεως"
,2025-08-12,,,Martyrs Photios & Anikitos,Φωτίου & Ἀνικήτου μαρτύρων
,2025-08-12,,,Ven. Palamon of Egypt,Παλάμωνος ὁσ. τοῦ Αἰγυπτίου
,2025-08-13,,,Maximos the Confessor,Μαξίμου τοῦ ὁμολογητοῦ
,2025-08-13,,,Dorotheos & Dositheos of Gaza,Δωροθέου & Δοσιθέου Γάζης
,2025-08-13,,,Tikhon of Zadonsk,Τύχωνος τοῦ Ζαντόνσκ
,2025-08-14,,,Prophet Micah,Μιχαίου τοῦ προφήτου
,2025-08-14,,,Hieromartyr Markellos of Apamea,"Μαρκέλλου ἱερομάρτυρος, ἐπισκόπου Ἀπαμείας"
,2025-08-15,,,Dormition of the Most Holy Theotokos,Ἡ Κοίμησις τῆς Ὑπεραγίας Θεοτόκου
,2025-08-16,Movable,,11th Sunday of Matthew,IA΄ Ματθαίου
,2025-08-16,,,Icon of Our Lord Not-Made-By-Hands,Τοῦ Ἁγίου Μανδηλίου
,2025-08-16,,,Martyr Diomedis the Healer,Διομήδους μάρτ. τοῦ ἰαματικοῦ
,2025-08-16,,,Ven. Joseph the Hesychast,Ἰωσήφ ὁσίου τοῦ Ἡσυχαστοῦ
,2025-08-17,,,Hieromartyr Myron,Μύρωνος ἱερομάρτυρος
,2025-08-17,,,Martyrs Paul & Julianna,Παύλου & Ἰουλιανῆς μαρτύρων
,2025-08-18,,,Martyrs Floros & Lauros,Φλώρου & Λαύρου μαρτύρων
,2025-08-18,,,Ven. John of Rila,Ἰωάννου ὁσίου τῆς Ρίλας
,2025-08-19,,,"Great-martyr Andrew the Commander & the 2,593 soldiers with him",Ἀνδρέου τοῦ στρατηλάτου & τῶν σὺν αὐτῷ 2.593 μαρτύρων
,2025-08-20,,,Prophet Samuel,Σαμουὴλ τοῦ προφήτου
,2025-08-20,,,"Martyr Lucios, the Senator of Cyprus","Λουκίου μάρτυρος, τοῦ βουλευτοῦ Κύπρου"
